Lat,Long,Species,Present,Total
51.55,0.2224,Garden Bumblebee,1,1
51.55,0.2889,Common Carder,1,1
51.55,0.2889,Early Bumblebee,1,1
51.55,0.5296,a white-tailed bumblebee,1,1
51.55,0.5296,Indet. Bee,1,1
51.55,0.5296,Red-tailed Bumblebee,1,1
51.56,-3.336,White/Buff-tailed Bumblebee workers,1,1
51.56,-2.949,Common Carder,1,1
51.56,-0.152,Garden Bumblebee,1,1
51.57,-3.121,Indet. Bee,1,1
51.57,-2.846,Early Bumblebee,1,1
51.57,-2.846,Garden Bumblebee,1,1
51.57,-0.1154,a white-tailed bumblebee,1,1
51.57,-0.1154,Early Bumblebee,1,1
51.58,-2.83,Garden Bumblebee,1,1
51.58,-1.143,a white-tailed bumblebee,1,1
51.58,-1.068,Honeybee,1,1
51.58,0.01066,Common Carder,1,1
51.59,-2.791,Indet. Bee,1,1
51.59,-2.704,a white-tailed bumblebee,1,1
51.59,-2.704,White/Buff-tailed Bumblebee workers,1,1
51.59,-0.09879,Red-tailed Bumblebee,1,1
51.59,-0.02786,Early Bumblebee,1,1
51.6,-2.767,Honeybee,1,1
51.6,-1.121,Tree Bumblebee,1,1
51.61,-4.974,Common Carder,1,1
51.61,-4.974,Garden Bumblebee,1,1
51.61,-4.974,Indet. Bee,1,1
51.61,-1.264,Indet. Bee,1,1
51.62,-3.833,Early Bumblebee,1,1
51.62,-3.833,Garden Bumblebee,1,1
51.62,-3.833,Red-tailed Bumblebee,1,1
51.62,-3.66,Garden Bumblebee,1,1
51.62,-3.658,Garden Bumblebee,1,1
51.62,-2.029,Early Bumblebee,1,1
51.62,0.4211,White/Buff-tailed Bumblebee workers,1,1
51.63,0.4377,White/Buff-tailed Bumblebee workers,1,1
51.64,-1.905,Garden Bumblebee,1,1
51.64,0.01308,Garden Bumblebee,1,1
51.64,0.0722,Honeybee,1,1
51.65,-5.053,Garden Bumblebee,1,1
51.65,-5.052,Garden Bumblebee,1,1
51.65,-5.052,White/Buff-tailed Bumblebee workers,1,1
51.66,-4.993,Early Bumblebee,1,1
51.66,-4.993,Indet. Bee,1,1
51.66,-3.823,Honeybee,1,1
51.66,-1.292,Buff-tailed Bumblebee,1,1
51.66,0.04165,White/Buff-tailed Bumblebee workers,1,1
51.67,-2.147,Garden Bumblebee,1,1
51.67,-1.306,Buff-tailed Bumblebee,1,1
51.67,-1.306,Garden Bumblebee,1,1
51.67,-1.306,Indet. Bee,1,1
51.67,-1.257,Honeybee,1,1
51.67,-0.1246,a white-tailed bumblebee,1,1
51.67,-0.1246,Buff-tailed Bumblebee,1,1
51.67,-0.1246,Common Carder,1,1
51.67,0.5712,Tree Bumblebee,1,1
51.68,-2.531,a white-tailed bumblebee,1,1
51.69,-5.043,a white-tailed bumblebee,1,1
51.69,-1.747,Garden Bumblebee,1,1
51.7,-0.5037,Early Bumblebee,1,1
51.7,-0.5037,Garden Bumblebee,1,1
51.7,-0.5037,Indet. Bee,1,1
51.7,-0.5037,White/Buff-tailed Bumblebee workers,1,1
51.71,-4.967,White/Buff-tailed Bumblebee workers,1,1
51.73,-0.6302,Early Bumblebee,1,1
51.74,-4.671,Red-tailed Bumblebee,1,1
51.74,-4.67,Indet. Bee,1,1
51.75,-1.244,Buff-tailed Bumblebee,1,1
51.75,-1.244,Red-tailed Bumblebee,1,1
51.76,-3.205,Common Carder,1,1
51.76,-0.5728,White/Buff-tailed Bumblebee workers,1,1
51.78,-2.693,Indet. Bee,1,1
51.79,-4.934,Garden Bumblebee,1,1
51.79,-3.021,Honeybee,1,1
51.8,-1.288,Indet. Bee,1,1
51.82,-2.017,Early Bumblebee,1,1
51.83,-4.047,Garden Bumblebee,1,1
51.83,-4.047,Tree Bumblebee,1,1
51.83,-0.7942,Buff-tailed Bumblebee,1,1
51.84,-4.148,Tree Bumblebee,1,1
51.84,1.239,Tree Bumblebee,1,1
51.87,-4.968,White/Buff-tailed Bumblebee workers,1,1
51.87,0.7704,Buff-tailed Bumblebee,1,1
51.87,0.7704,Tree Bumblebee,1,1
51.89,-5.239,Garden Bumblebee,1,1
51.89,-5.239,White/Buff-tailed Bumblebee workers,1,1
51.89,-5.19,White/Buff-tailed Bumblebee workers,1,1
51.9,0.8371,a white-tailed bumblebee,1,1
51.91,-2.529,Tree Bumblebee,1,1
51.92,-4.825,Tree Bumblebee,1,1
51.92,-1.872,Early Bumblebee,1,1
51.94,-2.097,Buff-tailed Bumblebee,1,1
51.95,-4.178,Red-tailed Bumblebee,1,1
51.96,-2.556,Garden Bumblebee,1,1
51.97,-0.4917,Tree Bumblebee,1,1
51.97,1.051,Early Bumblebee,1,1
51.97,1.051,Indet. Bee,1,1
51.99,-5.006,Garden Bumblebee,1,1
52.02,0.9543,Red-tailed Bumblebee,1,1
52.07,-4.645,Buff-tailed Bumblebee,1,1
52.07,-4.645,Garden Bumblebee,1,1
52.08,1.104,Honeybee,1,1
52.08,1.104,White/Buff-tailed Bumblebee workers,1,1
52.1,-2.333,Honeybee,1,1
52.11,-2.074,Early Bumblebee,1,1
52.12,-2.327,a white-tailed bumblebee,1,1
52.12,-0.2558,Garden Bumblebee,1,1
52.12,-0.2558,Tree Bumblebee,1,1
52.13,-4.529,a white-tailed bumblebee,1,1
52.13,-3.246,Garden Bumblebee,1,1
52.14,-2.533,a white-tailed bumblebee,1,1
52.19,-3.996,Tree Bumblebee,1,1
52.2,-4.395,Buff-tailed Bumblebee,1,1
52.2,-4.395,Red-tailed Bumblebee,1,1
52.22,-0.1421,White/Buff-tailed Bumblebee workers,1,1
52.23,0.9096,Indet. Bee,1,1
52.24,-2.937,Buff-tailed Bumblebee,1,1
52.26,-0.9596,Common Carder,1,1
52.26,-0.6388,a white-tailed bumblebee,1,1
52.26,1.624,Garden Bumblebee,1,1
52.28,-1.178,a white-tailed bumblebee,1,1
52.3,-2.625,Buff-tailed Bumblebee,1,1
52.31,-1.377,Honeybee,1,1
52.32,-3.067,Tree Bumblebee,1,1
52.32,-2.747,Early Bumblebee,1,1
52.34,0.9181,Common Carder,1,1
52.34,0.9181,Tree Bumblebee,1,1
52.35,-3.053,Early Bumblebee,1,1
52.36,-1.314,a white-tailed bumblebee,1,1
52.36,-1.314,Early Bumblebee,1,1
52.36,-1.314,Honeybee,1,1
52.37,-2.311,Garden Bumblebee,1,1
52.39,0.2427,Buff-tailed Bumblebee,1,1
52.39,0.2427,Red-tailed Bumblebee,1,1
52.4,-4.083,a white-tailed bumblebee,1,1
52.4,-2.847,Honeybee,1,1
52.4,-2.847,Indet. Bee,1,1
52.41,-2.884,Buff-tailed Bumblebee,1,1
52.41,-2.884,Honeybee,1,1
52.49,-2.1,Buff-tailed Bumblebee,1,1
52.49,-2.1,Garden Bumblebee,1,1
52.53,-1.951,a white-tailed bumblebee,1,1
52.58,-1.709,Honeybee,1,1
52.59,-1.702,Indet. Bee,1,1
52.59,-1.088,a white-tailed bumblebee,1,1
52.62,-1.966,Indet. Bee,1,1
52.62,-1.654,Red-tailed Bumblebee,1,1
52.64,1.312,a white-tailed bumblebee,1,1
52.64,1.312,Garden Bumblebee,1,1
52.7,-2.047,Garden Bumblebee,1,1
52.72,0.4655,Tree Bumblebee,1,1
52.73,-2.841,Common Carder,1,1
52.73,-2.841,Garden Bumblebee,1,1
52.83,0.4789,Garden Bumblebee,1,1
52.83,0.4789,Tree Bumblebee,1,1
52.83,0.4789,White/Buff-tailed Bumblebee workers,1,1
52.83,1.215,Early Bumblebee,1,1
52.83,1.452,Garden Bumblebee,1,1
52.83,1.46,Common Carder,1,1
52.83,1.46,Red-tailed Bumblebee,1,1
52.86,-1.557,a white-tailed bumblebee,1,1
52.87,-3.101,Tree Bumblebee,1,1
52.89,-2.498,Honeybee,1,1
52.9,-3.124,Garden Bumblebee,1,1
52.91,-0.635,Red-tailed Bumblebee,1,1
52.91,-0.6349,Red-tailed Bumblebee,1,1
52.93,-1.191,White/Buff-tailed Bumblebee workers,1,1
52.94,-1.443,Indet. Bee,1,1
52.94,1.139,White/Buff-tailed Bumblebee workers,1,1
52.95,-1.269,Garden Bumblebee,1,1
52.95,-1.269,Indet. Bee,1,1
52.95,-1.269,White/Buff-tailed Bumblebee workers,1,1
52.95,-1.265,Garden Bumblebee,1,1
52.96,-3.067,Red-tailed Bumblebee,1,1
52.96,-1.546,Honeybee,1,1
52.96,-1.32,a white-tailed bumblebee,1,1
52.96,-1.32,Tree Bumblebee,1,1
52.99,-0.9988,Garden Bumblebee,1,1
53.02,-0.8849,Common Carder,1,1
53.02,-0.8849,Early Bumblebee,1,1
53.02,-0.8849,Garden Bumblebee,1,1
53.02,-0.8849,Red-tailed Bumblebee,1,1
53.02,-0.8849,Tree Bumblebee,1,1
53.06,-2.979,Early Bumblebee,1,1
53.06,-2.979,Garden Bumblebee,1,1
53.06,-2.915,Buff-tailed Bumblebee,1,1
53.06,-2.915,Common Carder,1,1
53.07,-2.919,Common Carder,1,1
53.07,-2.919,Red-tailed Bumblebee,1,1
53.08,-1.988,a white-tailed bumblebee,1,1
53.09,-2.469,White/Buff-tailed Bumblebee workers,1,1
53.09,-1.574,Garden Bumblebee,1,1
53.1,-1.577,a white-tailed bumblebee,1,1
53.1,-1.577,Tree Bumblebee,1,1
53.1,-1.574,Honeybee,1,1
53.11,-1.565,Tree Bumblebee,1,1
53.12,-2.768,Indet. Bee,1,1
53.12,-2.139,Buff-tailed Bumblebee,1,1
53.12,-1.353,Red-tailed Bumblebee,1,1
53.16,-1.327,Buff-tailed Bumblebee,1,1
53.17,-4.208,Buff-tailed Bumblebee,1,1
53.17,-4.208,Common Carder,1,1
53.17,-4.208,Red-tailed Bumblebee,1,1
53.17,-2.64,Common Carder,1,1
53.17,-2.64,Early Bumblebee,1,1
53.19,-2.883,Garden Bumblebee,1,1
53.2,-2.912,Buff-tailed Bumblebee,1,1
53.2,-2.912,Early Bumblebee,1,1
53.2,-2.912,Tree Bumblebee,1,1
53.2,-2.891,a white-tailed bumblebee,1,1
53.2,-2.891,Red-tailed Bumblebee,1,1
53.21,-2.958,Early Bumblebee,1,1
53.21,-1.741,Red-tailed Bumblebee,1,1
53.22,-1.675,Garden Bumblebee,1,1
53.23,-2.883,Common Carder,1,1
53.23,-2.883,Early Bumblebee,1,1
53.23,-2.883,Indet. Bee,1,1
53.23,-2.881,Honeybee,1,1
53.23,-2.169,Early Bumblebee,1,1
53.24,-1.395,a white-tailed bumblebee,1,1
53.24,-1.395,Common Carder,1,1
53.27,-0.4887,Common Carder,1,1
53.28,-3.831,Garden Bumblebee,1,1
53.29,-2.707,White/Buff-tailed Bumblebee workers,1,1
53.33,-1.979,Garden Bumblebee,1,1
53.33,-1.979,Tree Bumblebee,1,1
53.33,-1.977,a white-tailed bumblebee,1,1
53.37,-2.553,Indet. Bee,1,1
53.37,-2.553,Red-tailed Bumblebee,1,1
53.37,-2.55,Buff-tailed Bumblebee,1,1
53.37,-2.55,Red-tailed Bumblebee,1,1
53.37,-2.55,White/Buff-tailed Bumblebee workers,1,1
53.37,-2.543,Tree Bumblebee,1,1
53.38,-2.815,Red-tailed Bumblebee,1,1
53.43,-2.296,Garden Bumblebee,1,1
53.44,-1.095,White/Buff-tailed Bumblebee workers,1,1
53.47,-2.152,Garden Bumblebee,1,1
53.51,-1.165,White/Buff-tailed Bumblebee workers,1,1
53.52,-2.044,Early Bumblebee,1,1
53.53,-2.347,Common Carder,1,1
53.56,-0.5054,Common Carder,1,1
53.56,-0.5054,Honeybee,1,1
53.56,-0.5054,Red-tailed Bumblebee,1,1
53.57,-2.024,Indet. Bee,1,1
53.57,-2.024,White/Buff-tailed Bumblebee workers,1,1
53.58,-0.6724,Indet. Bee,1,1
53.59,-3.071,Honeybee,1,1
53.61,-0.6744,Common Carder,1,1
53.62,-2.866,Red-tailed Bumblebee,1,1
53.63,-0.9248,Red-tailed Bumblebee,1,1
53.63,-0.9248,Tree Bumblebee,1,1
53.68,-1.862,Common Carder,1,1
53.72,-1.8,Common Carder,1,1
53.72,-1.8,Honeybee,1,1
53.72,-1.8,White/Buff-tailed Bumblebee workers,1,1
53.72,-0.4558,Tree Bumblebee,1,1
53.74,-1.403,Early Bumblebee,1,1
53.74,-1.403,Tree Bumblebee,1,1
53.78,-2.215,Buff-tailed Bumblebee,1,1
53.78,-2.058,Indet. Bee,1,1
53.78,-2.05,Common Carder,1,1
53.78,-2.05,Indet. Bee,1,1
53.82,-1.667,Early Bumblebee,1,1
53.82,-1.567,Garden Bumblebee,1,1
53.82,-0.4172,Tree Bumblebee,1,1
53.83,-1.532,a white-tailed bumblebee,1,1
53.83,-1.532,Tree Bumblebee,1,1
53.84,-1.506,Common Carder,1,1
53.84,-1.506,Red-tailed Bumblebee,1,1
53.85,-1.048,a white-tailed bumblebee,1,1
53.85,-1.048,Common Carder,1,1
53.86,-1.193,a white-tailed bumblebee,1,1
53.89,-2.558,Garden Bumblebee,1,1
53.94,-2.829,Honeybee,1,1
53.95,-2.381,Garden Bumblebee,1,1
53.95,-2.381,Tree Bumblebee,1,1
53.97,-2.436,Early Bumblebee,1,1
53.98,-1.404,Buff-tailed Bumblebee,1,1
53.98,-1.404,Indet. Bee,1,1
53.98,-1.404,Tree Bumblebee,1,1
53.99,-2.413,Garden Bumblebee,1,1
53.99,-2.404,Red-tailed Bumblebee,1,1
53.99,-2.394,Red-tailed Bumblebee,1,1
53.99,-2.389,Buff-tailed Bumblebee,1,1
53.99,-2.389,Early Bumblebee,1,1
54,-0.4529,Common Carder,1,1
54,-0.4529,Indet. Bee,1,1
54.01,-1.47,Common Carder,1,1
54.01,-0.4023,Indet. Bee,1,1
54.03,-2.808,Indet. Bee,1,1
54.03,-2.808,Red-tailed Bumblebee,1,1
54.04,-2.779,a white-tailed bumblebee,1,1
54.08,-0.4684,Early Bumblebee,1,1
54.08,-0.4684,Indet. Bee,1,1
54.09,-2.419,Early Bumblebee,1,1
54.1,-2.165,White/Buff-tailed Bumblebee workers,1,1
54.16,-2.314,Tree Bumblebee,1,1
54.18,-2.187,Tree Bumblebee,1,1
54.19,-2.348,Red-tailed Bumblebee,1,1
54.2,-2.351,Buff-tailed Bumblebee,1,1
54.2,-2.351,Indet. Bee,1,1
54.2,-2.141,Tree Bumblebee,1,1
54.2,-2.118,Honeybee,1,1
54.21,-2.889,Indet. Bee,1,1
54.24,-1.992,Early Bumblebee,1,1
54.27,-2.388,Garden Bumblebee,1,1
54.27,-2.388,Red-tailed Bumblebee,1,1
54.29,-4.34,Red-tailed Bumblebee,1,1
54.29,-2.979,Indet. Bee,1,1
54.29,-2.84,Tree Bumblebee,1,1
54.3,-1.912,Buff-tailed Bumblebee,1,1
54.31,-2.082,Early Bumblebee,1,1
54.33,-2.991,Red-tailed Bumblebee,1,1
54.33,-1.446,Red-tailed Bumblebee,1,1
54.33,-1.446,Tree Bumblebee,1,1
54.38,-2.14,Red-tailed Bumblebee,1,1
54.41,-1.746,White/Buff-tailed Bumblebee workers,1,1
54.46,-0.5931,Indet. Bee,1,1
54.54,-3.575,Common Carder,1,1
54.55,-1.924,White/Buff-tailed Bumblebee workers,1,1
54.75,-2.186,Garden Bumblebee,1,1
54.76,-2.022,Red-tailed Bumblebee,1,1
54.88,-2.809,Garden Bumblebee,1,1
54.92,-1.831,Buff-tailed Bumblebee,1,1
54.93,-1.402,a white-tailed bumblebee,1,1
54.93,-1.402,Honeybee,1,1
54.96,-1.397,Tree Bumblebee,1,1
55.02,-1.565,Early Bumblebee,1,1
55.02,-1.562,Early Bumblebee,1,1
55.02,-1.562,Indet. Bee,1,1
55.02,-1.435,Garden Bumblebee,1,1
55.02,-1.435,White/Buff-tailed Bumblebee workers,1,1
55.2,-4.225,Buff-tailed Bumblebee,1,1
55.2,-4.225,Red-tailed Bumblebee,1,1
55.31,-1.887,Garden Bumblebee,1,1
55.38,-1.918,Early Bumblebee,1,1
55.44,-5.141,Honeybee,1,1
55.49,-4.463,Indet. Bee,1,1
55.54,-4.661,Garden Bumblebee,1,1
55.55,-2.791,Indet. Bee,1,1
55.58,-4.637,Common Carder,1,1
55.58,-4.637,Red-tailed Bumblebee,1,1
55.66,-1.952,Red-tailed Bumblebee,1,1
55.66,-1.952,White/Buff-tailed Bumblebee workers,1,1
55.69,-4.643,Buff-tailed Bumblebee,1,1
55.69,-4.643,Common Carder,1,1
55.74,-4.64,Common Carder,1,1
55.74,-4.64,Red-tailed Bumblebee,1,1
55.77,-4.664,Buff-tailed Bumblebee,1,1
55.77,-4.017,Red-tailed Bumblebee,1,1
55.77,-3.994,Red-tailed Bumblebee,1,1
55.77,-2.025,a white-tailed bumblebee,1,1
55.77,-2.025,Honeybee,1,1
55.78,-4.86,Indet. Bee,1,1
55.79,-4.228,Tree Bumblebee,1,1
55.79,-4.201,Red-tailed Bumblebee,1,1
55.8,-4.608,Red-tailed Bumblebee,1,1
55.81,-4.59,White/Buff-tailed Bumblebee workers,1,1
55.82,-4.191,Common Carder,1,1
55.82,-4.191,Garden Bumblebee,1,1
55.82,-3.218,Red-tailed Bumblebee,1,1
55.83,-4.695,Honeybee,1,1
55.83,-4.157,Indet. Bee,1,1
55.83,-4.153,Buff-tailed Bumblebee,1,1
55.83,-4.153,Garden Bumblebee,1,1
55.83,-4.149,Garden Bumblebee,1,1
55.83,-4.149,White/Buff-tailed Bumblebee workers,1,1
55.83,-3.239,Indet. Bee,1,1
55.84,-4.512,Buff-tailed Bumblebee,1,1
55.84,-4.512,Garden Bumblebee,1,1
55.85,-4.583,Honeybee,1,1
55.85,-4.58,Indet. Bee,1,1
55.85,-4.578,Tree Bumblebee,1,1
55.85,-3.155,a white-tailed bumblebee,1,1
55.85,-3.155,Common Carder,1,1
55.86,-3.334,a white-tailed bumblebee,1,1
55.86,-3.334,Buff-tailed Bumblebee,1,1
55.86,-3.334,Tree Bumblebee,1,1
55.87,-2.94,Tree Bumblebee,1,1
55.88,-3.92,White/Buff-tailed Bumblebee workers,1,1
55.88,-3.766,Common Carder,1,1
55.88,-3.151,Red-tailed Bumblebee,1,1
55.89,-3.66,Common Carder,1,1
55.89,-3.66,Garden Bumblebee,1,1
55.89,-3.632,Red-tailed Bumblebee,1,1
55.9,-3.278,Common Carder,1,1
55.91,-3.035,Garden Bumblebee,1,1
55.91,-2.885,Early Bumblebee,1,1
55.91,-2.885,Tree Bumblebee,1,1
55.91,-2.139,White/Buff-tailed Bumblebee workers,1,1
55.92,-3.248,Early Bumblebee,1,1
55.92,-3.248,Indet. Bee,1,1
55.92,-3.237,Early Bumblebee,1,1
55.92,-3.237,Garden Bumblebee,1,1
55.92,-3.232,a white-tailed bumblebee,1,1
55.92,-3.232,Buff-tailed Bumblebee,1,1
55.92,-3.232,Red-tailed Bumblebee,1,1
55.92,-3.232,Tree Bumblebee,1,1
55.92,-3.197,Honeybee,1,1
55.92,-3.197,Indet. Bee,1,1
55.93,-4.515,Red-tailed Bumblebee,1,1
55.93,-4.487,Red-tailed Bumblebee,1,1
55.93,-4.471,Common Carder,1,1
55.94,-3.188,Common Carder,1,1
55.95,-3.238,Garden Bumblebee,1,1
55.95,-3.238,Red-tailed Bumblebee,1,1
55.95,-3.228,Red-tailed Bumblebee,1,1
55.95,-3.166,Tree Bumblebee,1,1
55.96,-3.323,a white-tailed bumblebee,1,1
55.96,-3.185,Indet. Bee,1,1
55.96,-2.801,Indet. Bee,1,1
55.96,-2.673,Early Bumblebee,1,1
55.97,-4.038,Buff-tailed Bumblebee,1,1
55.97,-3.203,Garden Bumblebee,1,1
55.97,-3.186,Common Carder,1,1
55.97,-3.185,Honeybee,1,1
55.98,-3.173,Early Bumblebee,1,1
55.98,-3.173,Red-tailed Bumblebee,1,1
55.98,-2.904,Early Bumblebee,1,1
56.01,-4.581,Honeybee,1,1
56.01,-3.737,Early Bumblebee,1,1
56.01,-3.737,Garden Bumblebee,1,1
56.02,-2.862,Buff-tailed Bumblebee,1,1
56.02,-2.858,Tree Bumblebee,1,1
56.04,-4.447,Garden Bumblebee,1,1
56.04,-3.35,Early Bumblebee,1,1
56.05,-3.597,White/Buff-tailed Bumblebee workers,1,1
56.06,-3.431,Common Carder,1,1
56.12,-3.128,Early Bumblebee,1,1
56.13,-3.158,a white-tailed bumblebee,1,1
56.13,-3.158,Red-tailed Bumblebee,1,1
56.15,-3.917,Common Carder,1,1
56.16,-5.422,Garden Bumblebee,1,1
56.17,-4.154,Buff-tailed Bumblebee,1,1
56.17,-4.154,Early Bumblebee,1,1
56.21,-3.956,Red-tailed Bumblebee,1,1
56.21,-3.407,a white-tailed bumblebee,1,1
56.25,-3.242,Early Bumblebee,1,1
56.25,-3.242,Indet. Bee,1,1
56.3,-3.159,Tree Bumblebee,1,1
56.35,-5.081,a white-tailed bumblebee,1,1
56.35,-5.081,Buff-tailed Bumblebee,1,1
56.35,-5.081,Early Bumblebee,1,1
56.36,-5.383,Buff-tailed Bumblebee,1,1
56.36,-5.383,Garden Bumblebee,1,1
56.37,-5.477,White/Buff-tailed Bumblebee workers,1,1
56.37,-5.425,Buff-tailed Bumblebee,1,1
56.4,-5.486,Buff-tailed Bumblebee,1,1
56.4,-5.486,Honeybee,1,1
56.4,-5.483,Early Bumblebee,1,1
56.4,-5.483,Honeybee,1,1
56.4,-5.233,Early Bumblebee,1,1
56.4,-5.233,White/Buff-tailed Bumblebee workers,1,1
56.4,-3.5,Indet. Bee,1,1
56.42,-3.466,Early Bumblebee,1,1
56.45,-5.397,Garden Bumblebee,1,1
56.46,-3.33,Common Carder,1,1
56.46,-3.33,Red-tailed Bumblebee,1,1
56.47,-2.99,Red-tailed Bumblebee,1,1
56.47,-2.99,White/Buff-tailed Bumblebee workers,1,1
56.47,-2.951,Garden Bumblebee,1,1
56.47,-2.85,Indet. Bee,1,1
56.48,-5.391,Buff-tailed Bumblebee,1,1
56.48,-5.391,Garden Bumblebee,1,1
56.48,-5.391,White/Buff-tailed Bumblebee workers,1,1
56.51,-5.399,Garden Bumblebee,1,1
56.51,-5.399,Honeybee,1,1
56.63,-3.883,Honeybee,1,1
56.67,-5.076,Buff-tailed Bumblebee,1,1
56.67,-5.076,Garden Bumblebee,1,1
56.67,-5.076,Indet. Bee,1,1
56.67,-5.076,Red-tailed Bumblebee,1,1
56.69,-4.14,a white-tailed bumblebee,1,1
56.69,-4.14,Buff-tailed Bumblebee,1,1
56.69,-4.14,Garden Bumblebee,1,1
56.99,-3.488,a white-tailed bumblebee,1,1
56.99,-3.488,Red-tailed Bumblebee,1,1
57.14,-5.593,Indet. Bee,1,1
57.17,-2.094,Honeybee,1,1
57.23,-2.954,Buff-tailed Bumblebee,1,1
57.28,-4.452,Indet. Bee,1,1
57.28,-4.452,Red-tailed Bumblebee,1,1
57.46,-4.249,Indet. Bee,1,1
57.49,-4.132,Indet. Bee,1,1
57.6,-3.61,Red-tailed Bumblebee,1,1
57.61,-3.625,Early Bumblebee,1,1
57.65,-3.309,White/Buff-tailed Bumblebee workers,1,1
57.67,-3.318,Garden Bumblebee,1,1
57.93,-4.016,a white-tailed bumblebee,1,1
58,-3.993,Buff-tailed Bumblebee,1,1
58.51,-3.454,a white-tailed bumblebee,1,1
58.57,-3.53,Indet. Bee,1,1
59.3,-2.968,Early Bumblebee,1,1
49.71,-2.2,a white-tailed bumblebee,0,0
49.71,-2.2,Garden Bumblebee,0,0
49.71,-2.2,Indet. Bee,0,0
49.71,-2.2,Tree Bumblebee,0,0
49.71,-2.2,White/Buff-tailed Bumblebee workers,0,0
50.13,-5.078,Tree Bumblebee,0,0
50.28,-4.81,a white-tailed bumblebee,0,0
50.28,-4.81,Buff-tailed Bumblebee,0,0
50.28,-4.81,Common Carder,0,0
50.28,-4.81,Early Bumblebee,0,0
50.28,-4.81,Garden Bumblebee,0,0
50.28,-4.81,Honeybee,0,0
50.28,-4.81,Red-tailed Bumblebee,0,0
50.28,-4.81,Tree Bumblebee,0,0
50.28,-4.81,White/Buff-tailed Bumblebee workers,0,0
50.28,-4.807,a white-tailed bumblebee,0,0
50.28,-4.807,Buff-tailed Bumblebee,0,0
50.28,-4.807,Common Carder,0,0
50.28,-4.807,Early Bumblebee,0,0
50.28,-4.807,Garden Bumblebee,0,0
50.28,-4.807,Honeybee,0,0
50.28,-4.807,Red-tailed Bumblebee,0,0
50.28,-4.807,Tree Bumblebee,0,0
50.28,-4.807,White/Buff-tailed Bumblebee workers,0,0
50.28,-4.806,a white-tailed bumblebee,0,0
50.28,-4.806,Buff-tailed Bumblebee,0,0
50.28,-4.806,Common Carder,0,0
50.28,-4.806,Early Bumblebee,0,0
50.28,-4.806,Garden Bumblebee,0,0
50.28,-4.806,Honeybee,0,0
50.28,-4.806,Red-tailed Bumblebee,0,0
50.28,-4.806,Tree Bumblebee,0,0
50.28,-4.806,White/Buff-tailed Bumblebee workers,0,0
50.29,-4.812,a white-tailed bumblebee,0,0
50.29,-4.812,Buff-tailed Bumblebee,0,0
50.29,-4.812,Common Carder,0,0
50.29,-4.812,Early Bumblebee,0,0
50.29,-4.812,Garden Bumblebee,0,0
50.29,-4.812,Honeybee,0,0
50.29,-4.812,Red-tailed Bumblebee,0,0
50.29,-4.812,Tree Bumblebee,0,0
50.29,-4.812,White/Buff-tailed Bumblebee workers,0,0
50.31,-4.825,a white-tailed bumblebee,0,0
50.31,-4.825,Buff-tailed Bumblebee,0,0
50.31,-4.825,Common Carder,0,0
50.31,-4.825,Early Bumblebee,0,0
50.31,-4.825,Garden Bumblebee,0,0
50.31,-4.825,Honeybee,0,0
50.31,-4.825,Red-tailed Bumblebee,0,0
50.31,-4.825,Tree Bumblebee,0,0
50.35,-3.888,a white-tailed bumblebee,0,0
50.35,-3.888,Common Carder,0,0
50.35,-3.888,Early Bumblebee,0,0
50.35,-3.888,Garden Bumblebee,0,0
50.35,-3.888,Honeybee,0,0
50.35,-3.888,Indet. Bee,0,0
50.35,-3.888,Red-tailed Bumblebee,0,0
50.35,-3.888,Tree Bumblebee,0,0
50.35,-3.888,White/Buff-tailed Bumblebee workers,0,0
50.36,-3.947,Honeybee,0,0
50.37,-4.237,Garden Bumblebee,0,0
50.37,-4.237,Honeybee,0,0
50.39,-4.148,a white-tailed bumblebee,0,0
50.39,-4.148,Buff-tailed Bumblebee,0,0
50.39,-4.148,Common Carder,0,0
50.39,-4.148,Early Bumblebee,0,0
50.39,-4.148,Garden Bumblebee,0,0
50.39,-4.148,Honeybee,0,0
50.39,-4.148,Indet. Bee,0,0
50.39,-4.148,Red-tailed Bumblebee,0,0
50.39,-4.148,Tree Bumblebee,0,0
50.41,-5.06,Buff-tailed Bumblebee,0,0
50.41,-5.06,Early Bumblebee,0,0
50.41,-5.06,Tree Bumblebee,0,0
50.41,-5.06,White/Buff-tailed Bumblebee workers,0,0
50.46,-3.565,Indet. Bee,0,0
50.52,-3.633,White/Buff-tailed Bumblebee workers,0,0
50.52,-3.514,a white-tailed bumblebee,0,0
50.52,-3.514,Honeybee,0,0
50.52,-3.514,Indet. Bee,0,0
50.52,-3.514,Red-tailed Bumblebee,0,0
50.52,-3.514,Tree Bumblebee,0,0
50.56,-3.683,Honeybee,0,0
50.6,-1.958,Early Bumblebee,0,0
50.6,-1.958,White/Buff-tailed Bumblebee workers,0,0
50.61,-3.398,a white-tailed bumblebee,0,0
50.61,-3.398,Buff-tailed Bumblebee,0,0
50.61,-3.398,Common Carder,0,0
50.61,-3.398,Early Bumblebee,0,0
50.61,-3.398,Garden Bumblebee,0,0
50.61,-3.398,Red-tailed Bumblebee,0,0
50.61,-3.398,Tree Bumblebee,0,0
50.61,-3.398,White/Buff-tailed Bumblebee workers,0,0
50.61,-3.379,a white-tailed bumblebee,0,0
50.61,-3.379,Buff-tailed Bumblebee,0,0
50.61,-3.379,Common Carder,0,0
50.61,-3.379,Early Bumblebee,0,0
