Lat,Long,Species,Present,Total
51.48,-3.191,Buff-tailed Bumblebee,1,2
51.48,-3.191,Common Carder,1,2
51.48,-0.7213,Garden Bumblebee,1,2
51.48,-0.7213,Honeybee,1,2
51.48,0.3188,Early Bumblebee,1,2
51.49,0.126,Indet. Bee,1,2
51.5,-0.3765,Buff-tailed Bumblebee,1,2
51.5,-0.3765,Garden Bumblebee,1,2
51.5,-0.3765,Honeybee,1,2
51.51,-1.804,a white-tailed bumblebee,1,2
51.51,-0.402,Buff-tailed Bumblebee,1,2
51.53,-1.883,Red-tailed Bumblebee,1,2
51.53,-1.503,Early Bumblebee,1,2
51.53,0.5505,White/Buff-tailed Bumblebee workers,1,2
51.54,-3.621,a white-tailed bumblebee,1,2
51.54,-0.7353,Tree Bumblebee,1,2
51.55,-2.963,Indet. Bee,1,2
51.55,-1.807,Red-tailed Bumblebee,1,2
51.55,0.2224,Honeybee,1,2
51.55,0.2224,Tree Bumblebee,1,2
51.55,0.2889,Garden Bumblebee,1,2
51.56,0.4956,Early Bumblebee,1,2
51.56,0.4956,Indet. Bee,1,2
51.57,-3.121,White/Buff-tailed Bumblebee workers,1,2
51.57,-2.846,Tree Bumblebee,1,2
51.57,-2.844,Red-tailed Bumblebee,1,2
51.57,-1.944,Tree Bumblebee,1,2
51.57,-0.05631,Red-tailed Bumblebee,1,2
51.57,-0.05343,Garden Bumblebee,1,2
51.58,-2.83,Tree Bumblebee,1,2
51.58,-0.3217,a white-tailed bumblebee,1,2
51.58,-0.3217,Buff-tailed Bumblebee,1,2
51.58,-0.05151,Garden Bumblebee,1,2
51.59,-0.09879,Buff-tailed Bumblebee,1,2
51.6,-3.064,Buff-tailed Bumblebee,1,2
51.6,-1.121,Garden Bumblebee,1,2
51.61,-1.264,Buff-tailed Bumblebee,1,2
51.62,-3.833,Buff-tailed Bumblebee,1,2
51.62,-3.833,Common Carder,1,2
51.62,-3.66,Buff-tailed Bumblebee,1,2
51.62,-2.029,a white-tailed bumblebee,1,2
51.62,0.8196,Early Bumblebee,1,2
51.63,-4.998,Garden Bumblebee,1,2
51.63,-4.998,Indet. Bee,1,2
51.63,-4.998,White/Buff-tailed Bumblebee workers,1,2
51.63,-0.8818,Indet. Bee,1,2
51.64,-3.1,Red-tailed Bumblebee,1,2
51.64,0.01308,Red-tailed Bumblebee,1,2
51.65,-5.052,Indet. Bee,1,2
51.66,-4.993,Garden Bumblebee,1,2
51.67,-1.306,a white-tailed bumblebee,1,2
51.67,-1.257,Indet. Bee,1,2
51.67,-1.257,White/Buff-tailed Bumblebee workers,1,2
51.67,-0.1246,Early Bumblebee,1,2
51.68,-2.531,Honeybee,1,2
51.69,-5.043,Garden Bumblebee,1,2
51.74,-4.67,Tree Bumblebee,1,2
51.76,-3.205,Early Bumblebee,1,2
51.76,-3.205,Tree Bumblebee,1,2
51.77,-3.201,Garden Bumblebee,1,2
51.78,-0.1763,Red-tailed Bumblebee,1,2
51.79,-3.021,Indet. Bee,1,2
51.82,-2.017,Garden Bumblebee,1,2
51.83,-4.047,a white-tailed bumblebee,1,2
51.84,1.239,a white-tailed bumblebee,1,2
51.86,-2.08,a white-tailed bumblebee,1,2
51.86,-2.08,Tree Bumblebee,1,2
51.87,-4.968,Early Bumblebee,1,2
51.87,0.7704,Common Carder,1,2
51.88,-4.014,White/Buff-tailed Bumblebee workers,1,2
51.88,-2.046,Garden Bumblebee,1,2
51.89,-5.19,Indet. Bee,1,2
51.91,-2.868,Garden Bumblebee,1,2
51.91,-2.868,Indet. Bee,1,2
51.91,-2.529,Early Bumblebee,1,2
51.92,-1.872,Buff-tailed Bumblebee,1,2
51.93,-2.954,Early Bumblebee,1,2
51.96,-2.556,Common Carder,1,2
51.96,-2.556,Tree Bumblebee,1,2
51.97,-0.4917,a white-tailed bumblebee,1,2
51.97,-0.4917,Common Carder,1,2
51.97,-0.4917,White/Buff-tailed Bumblebee workers,1,2
51.98,-0.2659,Common Carder,1,2
51.98,-0.2659,Garden Bumblebee,1,2
51.98,-0.2659,Tree Bumblebee,1,2
51.99,-5.006,Indet. Bee,1,2
52.07,-4.755,Indet. Bee,1,2
52.07,-4.645,Common Carder,1,2
52.07,-4.645,Indet. Bee,1,2
52.09,-3.166,Indet. Bee,1,2
52.1,-2.333,White/Buff-tailed Bumblebee workers,1,2
52.11,-2.074,a white-tailed bumblebee,1,2
52.11,-2.074,Tree Bumblebee,1,2
52.12,-2.327,Buff-tailed Bumblebee,1,2
52.12,-2.327,Garden Bumblebee,1,2
52.12,-0.2558,Buff-tailed Bumblebee,1,2
52.13,-3.246,Early Bumblebee,1,2
52.14,-2.533,Common Carder,1,2
52.16,-0.4737,Common Carder,1,2
52.17,0.06198,a white-tailed bumblebee,1,2
52.2,-4.395,a white-tailed bumblebee,1,2
52.2,-4.395,Common Carder,1,2
52.2,-4.395,Early Bumblebee,1,2
52.2,-0.7284,Buff-tailed Bumblebee,1,2
52.2,-0.7284,Common Carder,1,2
52.25,0.7335,Garden Bumblebee,1,2
52.25,0.735,Tree Bumblebee,1,2
52.26,-0.9596,Buff-tailed Bumblebee,1,2
52.26,-0.9596,Honeybee,1,2
52.26,1.624,Tree Bumblebee,1,2
52.28,-1.409,Garden Bumblebee,1,2
52.29,-1.46,White/Buff-tailed Bumblebee workers,1,2
52.31,-1.377,Early Bumblebee,1,2
52.34,1.503,Early Bumblebee,1,2
52.37,-2.311,Common Carder,1,2
52.41,-2.884,Common Carder,1,2
52.41,-2.884,Indet. Bee,1,2
52.41,-2.884,White/Buff-tailed Bumblebee workers,1,2
52.44,-1.79,White/Buff-tailed Bumblebee workers,1,2
52.49,-2.1,Tree Bumblebee,1,2
52.49,-1.242,Garden Bumblebee,1,2
52.52,0.2731,Tree Bumblebee,1,2
52.53,-1.951,Garden Bumblebee,1,2
52.55,-2.836,Garden Bumblebee,1,2
52.58,-1.709,Garden Bumblebee,1,2
52.7,-2.047,Red-tailed Bumblebee,1,2
52.72,-1.503,Indet. Bee,1,2
52.76,-0.7596,White/Buff-tailed Bumblebee workers,1,2
52.76,0.3578,a white-tailed bumblebee,1,2
52.77,0.4367,Garden Bumblebee,1,2
52.79,-4.726,Tree Bumblebee,1,2
52.83,1.46,a white-tailed bumblebee,1,2
52.9,-3.124,Red-tailed Bumblebee,1,2
52.91,-0.635,Common Carder,1,2
52.91,-0.6349,Indet. Bee,1,2
52.93,-3.108,Buff-tailed Bumblebee,1,2
52.93,-3.108,Red-tailed Bumblebee,1,2
52.93,-2.771,Indet. Bee,1,2
52.93,-1.191,Early Bumblebee,1,2
53.02,-0.8849,a white-tailed bumblebee,1,2
53.06,-2.977,a white-tailed bumblebee,1,2
53.07,-1.495,Early Bumblebee,1,2
53.08,-1.988,Garden Bumblebee,1,2
53.08,-1.579,a white-tailed bumblebee,1,2
53.09,-2.158,Indet. Bee,1,2
53.1,-1.574,White/Buff-tailed Bumblebee workers,1,2
53.16,-1.533,Red-tailed Bumblebee,1,2
53.18,-1.259,Early Bumblebee,1,2
53.18,-1.259,Garden Bumblebee,1,2
53.18,-1.259,Tree Bumblebee,1,2
53.2,-2.912,a white-tailed bumblebee,1,2
53.21,-1.741,a white-tailed bumblebee,1,2
53.23,-2.169,a white-tailed bumblebee,1,2
53.23,-2.169,Buff-tailed Bumblebee,1,2
53.27,-2.604,Buff-tailed Bumblebee,1,2
53.27,-2.604,Red-tailed Bumblebee,1,2
53.37,-2.543,Common Carder,1,2
53.37,-2.543,Indet. Bee,1,2
53.37,-1.584,Tree Bumblebee,1,2
53.43,-2.272,Garden Bumblebee,1,2
53.45,-2.456,a white-tailed bumblebee,1,2
53.45,-2.456,Tree Bumblebee,1,2
53.47,-2.152,Red-tailed Bumblebee,1,2
53.53,-2.347,Buff-tailed Bumblebee,1,2
53.53,-2.347,Early Bumblebee,1,2
53.56,-2.915,Honeybee,1,2
53.58,-0.6724,Early Bumblebee,1,2
53.59,-3.058,Garden Bumblebee,1,2
53.59,-3.058,Indet. Bee,1,2
53.61,-0.6744,Early Bumblebee,1,2
53.61,-0.6744,Red-tailed Bumblebee,1,2
53.62,-2.337,Early Bumblebee,1,2
53.62,-2.337,Tree Bumblebee,1,2
53.72,-1.8,Tree Bumblebee,1,2
53.74,-2.23,Common Carder,1,2
53.79,-0.4168,Garden Bumblebee,1,2
53.82,-1.567,Red-tailed Bumblebee,1,2
53.82,-0.4172,Garden Bumblebee,1,2
53.83,-1.532,White/Buff-tailed Bumblebee workers,1,2
53.88,-1.716,Indet. Bee,1,2
53.89,-2.558,Early Bumblebee,1,2
53.97,-2.437,Garden Bumblebee,1,2
53.97,-2.419,Red-tailed Bumblebee,1,2
53.98,-2.343,Early Bumblebee,1,2
53.99,-2.404,Garden Bumblebee,1,2
53.99,-2.404,Tree Bumblebee,1,2
54.04,-2.814,Early Bumblebee,1,2
54.04,-2.814,Indet. Bee,1,2
54.07,-2.73,Buff-tailed Bumblebee,1,2
54.07,-1.979,Tree Bumblebee,1,2
54.08,-0.45,Tree Bumblebee,1,2
54.09,-2.419,Red-tailed Bumblebee,1,2
54.09,-2.268,Early Bumblebee,1,2
54.12,-2.179,Garden Bumblebee,1,2
54.16,-2.314,Common Carder,1,2
54.18,-2.187,Early Bumblebee,1,2
54.19,-2.348,Tree Bumblebee,1,2
54.2,-2.118,Garden Bumblebee,1,2
54.25,-2.732,Red-tailed Bumblebee,1,2
54.25,-2.732,Tree Bumblebee,1,2
54.27,-2.392,Garden Bumblebee,1,2
54.27,-2.392,Tree Bumblebee,1,2
54.29,-2.979,Common Carder,1,2
54.3,-1.912,Early Bumblebee,1,2
54.37,-2.816,Red-tailed Bumblebee,1,2
54.54,-3.575,Early Bumblebee,1,2
54.54,-3.575,Indet. Bee,1,2
54.54,-3.575,Red-tailed Bumblebee,1,2
54.54,-3.575,White/Buff-tailed Bumblebee workers,1,2
54.6,-1.3,a white-tailed bumblebee,1,2
54.6,-1.3,Common Carder,1,2
54.6,-1.3,White/Buff-tailed Bumblebee workers,1,2
54.88,-3.669,Garden Bumblebee,1,2
54.88,-2.809,Indet. Bee,1,2
54.92,-4.397,a white-tailed bumblebee,1,2
54.96,-1.886,Garden Bumblebee,1,2
55,-1.595,Buff-tailed Bumblebee,1,2
55.02,-1.565,Common Carder,1,2
55.02,-1.435,a white-tailed bumblebee,1,2
55.02,-1.435,Early Bumblebee,1,2
55.02,-1.435,Red-tailed Bumblebee,1,2
55.31,-1.887,Red-tailed Bumblebee,1,2
55.49,-4.463,Common Carder,1,2
55.66,-3.774,Early Bumblebee,1,2
55.66,-3.48,a white-tailed bumblebee,1,2
55.72,-1.947,Early Bumblebee,1,2
55.74,-4.64,Buff-tailed Bumblebee,1,2
55.78,-4.86,Garden Bumblebee,1,2
55.8,-4.608,Garden Bumblebee,1,2
55.82,-3.218,Early Bumblebee,1,2
55.83,-4.278,Buff-tailed Bumblebee,1,2
55.83,-4.149,Tree Bumblebee,1,2
55.83,-3.239,White/Buff-tailed Bumblebee workers,1,2
55.85,-3.155,White/Buff-tailed Bumblebee workers,1,2
55.86,-3.334,Indet. Bee,1,2
55.87,-2.94,Common Carder,1,2
55.88,-3.92,Early Bumblebee,1,2
55.88,-3.766,a white-tailed bumblebee,1,2
55.89,-3.632,a white-tailed bumblebee,1,2
55.89,-3.632,Garden Bumblebee,1,2
55.89,-3.314,Red-tailed Bumblebee,1,2
55.89,-3.268,Early Bumblebee,1,2
55.89,-3.268,Indet. Bee,1,2
55.89,-3.268,Red-tailed Bumblebee,1,2
55.9,-3.31,a white-tailed bumblebee,1,2
55.9,-3.31,Common Carder,1,2
55.9,-3.278,Buff-tailed Bumblebee,1,2
55.91,-2.885,Indet. Bee,1,2
55.91,-2.139,Indet. Bee,1,2
55.92,-3.237,Red-tailed Bumblebee,1,2
55.92,-3.197,a white-tailed bumblebee,1,2
55.92,-3.197,Tree Bumblebee,1,2
55.93,-4.515,Honeybee,1,2
55.93,-4.471,a white-tailed bumblebee,1,2
55.93,-3.045,Tree Bumblebee,1,2
55.94,-3.188,Garden Bumblebee,1,2
55.95,-3.228,Indet. Bee,1,2
55.95,-3.178,Tree Bumblebee,1,2
55.96,-3.961,a white-tailed bumblebee,1,2
55.96,-3.203,Common Carder,1,2
55.96,-2.671,Indet. Bee,1,2
55.97,-4.33,Red-tailed Bumblebee,1,2
55.97,-4.038,Indet. Bee,1,2
55.97,-3.185,a white-tailed bumblebee,1,2
55.97,-3.185,Common Carder,1,2
55.97,-2.849,Common Carder,1,2
56,-4.896,Buff-tailed Bumblebee,1,2
56.02,-4.586,Honeybee,1,2
56.02,-2.858,Garden Bumblebee,1,2
56.04,-3.35,a white-tailed bumblebee,1,2
56.04,-3.35,Common Carder,1,2
56.06,-4.227,Garden Bumblebee,1,2
56.07,-3.466,Common Carder,1,2
56.07,-3.194,Garden Bumblebee,1,2
56.14,-3.918,a white-tailed bumblebee,1,2
56.14,-3.918,Indet. Bee,1,2
56.16,-5.422,Buff-tailed Bumblebee,1,2
56.16,-5.422,Honeybee,1,2
56.16,-3.921,Garden Bumblebee,1,2
56.16,-3.921,Honeybee,1,2
56.18,-3.355,Indet. Bee,1,2
56.19,-2.857,Honeybee,1,2
56.21,-3.407,Buff-tailed Bumblebee,1,2
56.21,-3.407,Red-tailed Bumblebee,1,2
56.22,-3.4,Tree Bumblebee,1,2
56.3,-3.23,White/Buff-tailed Bumblebee workers,1,2
56.35,-5.117,Buff-tailed Bumblebee,1,2
56.35,-5.081,Common Carder,1,2
56.36,-5.383,a white-tailed bumblebee,1,2
56.38,-5.443,Early Bumblebee,1,2
56.4,-5.483,Buff-tailed Bumblebee,1,2
56.4,-3.5,Red-tailed Bumblebee,1,2
56.4,-3.429,Tree Bumblebee,1,2
56.41,-3.441,a white-tailed bumblebee,1,2
56.44,-3.486,Indet. Bee,1,2
56.45,-5.397,Common Carder,1,2
56.47,-2.85,Tree Bumblebee,1,2
56.52,-2.665,White/Buff-tailed Bumblebee workers,1,2
56.63,-3.883,a white-tailed bumblebee,1,2
56.63,-3.883,Tree Bumblebee,1,2
56.67,-5.076,Early Bumblebee,1,2
56.69,-4.14,Early Bumblebee,1,2
56.75,-3.548,White/Buff-tailed Bumblebee workers,1,2
57.23,-2.954,Red-tailed Bumblebee,1,2
57.46,-4.249,Red-tailed Bumblebee,1,2
57.49,-4.132,Common Carder,1,2
57.62,-3.105,Red-tailed Bumblebee,1,2
57.65,-3.307,Common Carder,1,2
57.93,-4.016,Indet. Bee,1,2
57.93,-4.016,White/Buff-tailed Bumblebee workers,1,2
57.98,-3.974,Honeybee,1,2
58,-3.993,Common Carder,1,2
58.52,-3.667,a white-tailed bumblebee,1,2
49.71,-2.2,Early Bumblebee,1,1
50.15,-5.137,a white-tailed bumblebee,1,1
50.15,-5.137,Honeybee,1,1
50.37,-4.237,Tree Bumblebee,1,1
50.41,-5.06,Honeybee,1,1
50.56,-3.683,Indet. Bee,1,1
50.56,-3.683,Red-tailed Bumblebee,1,1
50.56,-3.683,White/Buff-tailed Bumblebee workers,1,1
50.6,-1.958,Tree Bumblebee,1,1
50.62,-3.417,Garden Bumblebee,1,1
50.64,-3.409,Early Bumblebee,1,1
50.64,-3.409,Indet. Bee,1,1
50.64,-3.409,Tree Bumblebee,1,1
50.67,-3.303,Indet. Bee,1,1
50.68,-3.863,Indet. Bee,1,1
50.68,-3.311,Early Bumblebee,1,1
50.68,-3.311,Tree Bumblebee,1,1
50.68,-3.311,White/Buff-tailed Bumblebee workers,1,1
50.69,-3.302,White/Buff-tailed Bumblebee workers,1,1
50.69,-1.521,a white-tailed bumblebee,1,1
50.69,-1.521,Indet. Bee,1,1
50.69,-1.52,Indet. Bee,1,1
50.74,-3.533,Garden Bumblebee,1,1
50.76,-1.865,Buff-tailed Bumblebee,1,1
50.77,-3.058,a white-tailed bumblebee,1,1
50.77,-3.058,Buff-tailed Bumblebee,1,1
50.77,-3.058,Red-tailed Bumblebee,1,1
50.77,-3.058,Tree Bumblebee,1,1
50.8,-1.549,a white-tailed bumblebee,1,1
50.8,-1.549,Red-tailed Bumblebee,1,1
50.8,-1.546,Buff-tailed Bumblebee,1,1
50.8,-1.546,Common Carder,1,1
50.8,-1.546,Red-tailed Bumblebee,1,1
50.81,-0.4544,Garden Bumblebee,1,1
50.81,-0.4544,Tree Bumblebee,1,1
50.83,-1.264,Garden Bumblebee,1,1
50.83,-0.1084,a white-tailed bumblebee,1,1
50.83,-0.09705,Common Carder,1,1
50.83,-0.09705,Early Bumblebee,1,1
50.83,-0.09705,White/Buff-tailed Bumblebee workers,1,1
50.84,-1.037,Early Bumblebee,1,1
50.84,-1.036,Buff-tailed Bumblebee,1,1
50.84,-1.036,Common Carder,1,1
50.84,-0.8993,Red-tailed Bumblebee,1,1
50.84,-0.8993,White/Buff-tailed Bumblebee workers,1,1
50.84,-0.3239,a white-tailed bumblebee,1,1
50.84,-0.3239,Tree Bumblebee,1,1
50.85,-3.746,a white-tailed bumblebee,1,1
50.85,-1.055,White/Buff-tailed Bumblebee workers,1,1
50.85,-0.9757,Early Bumblebee,1,1
50.85,-0.9757,Tree Bumblebee,1,1
50.85,-0.2812,Common Carder,1,1
50.85,-0.2812,Tree Bumblebee,1,1
50.85,-0.1037,Garden Bumblebee,1,1
50.85,-0.1037,Indet. Bee,1,1
50.85,-0.1037,Red-tailed Bumblebee,1,1
50.86,-0.1,Garden Bumblebee,1,1
50.86,-0.1,Tree Bumblebee,1,1
50.87,-3.926,Buff-tailed Bumblebee,1,1
50.87,-3.926,Tree Bumblebee,1,1
50.87,-0.1055,Garden Bumblebee,1,1
50.87,-0.1055,White/Buff-tailed Bumblebee workers,1,1
50.87,0.01904,a white-tailed bumblebee,1,1
50.88,0.6599,Garden Bumblebee,1,1
50.89,-1.279,Indet. Bee,1,1
50.89,-0.8342,Tree Bumblebee,1,1
50.89,-0.3436,Early Bumblebee,1,1
50.89,-0.3436,Honeybee,1,1
50.89,-0.3436,Red-tailed Bumblebee,1,1
50.89,0.6918,Common Carder,1,1
50.89,0.6918,Red-tailed Bumblebee,1,1
50.91,0.9577,Common Carder,1,1
50.91,0.9577,Early Bumblebee,1,1
50.92,0.1101,Red-tailed Bumblebee,1,1
50.92,0.9156,Buff-tailed Bumblebee,1,1
50.92,0.9336,Tree Bumblebee,1,1
50.93,-0.2838,Tree Bumblebee,1,1
50.93,0.7451,Tree Bumblebee,1,1
50.93,0.7558,a white-tailed bumblebee,1,1
50.93,0.7558,Garden Bumblebee,1,1
50.93,0.7566,a white-tailed bumblebee,1,1
50.93,0.7566,Garden Bumblebee,1,1
50.93,0.7582,a white-tailed bumblebee,1,1
50.93,0.92,Early Bumblebee,1,1
50.93,0.9214,Common Carder,1,1
50.93,0.9214,Early Bumblebee,1,1
50.93,0.9216,Common Carder,1,1
50.93,0.9217,Early Bumblebee,1,1
50.93,0.923,Common Carder,1,1
50.93,0.9319,Tree Bumblebee,1,1
50.94,-2.824,Indet. Bee,1,1
50.94,0.7582,Garden Bumblebee,1,1
50.95,-0.1647,a white-tailed bumblebee,1,1
50.95,-0.1647,Early Bumblebee,1,1
50.95,-0.1647,Garden Bumblebee,1,1
50.95,0.7764,Red-tailed Bumblebee,1,1
50.95,0.7773,Tree Bumblebee,1,1
50.96,-4.167,Early Bumblebee,1,1
50.96,-4.167,Tree Bumblebee,1,1
50.96,-2.167,a white-tailed bumblebee,1,1
50.96,0.7984,Early Bumblebee,1,1
50.96,0.8097,Tree Bumblebee,1,1
50.96,0.814,Common Carder,1,1
50.96,0.8153,a white-tailed bumblebee,1,1
50.96,0.8197,Tree Bumblebee,1,1
50.98,-0.7392,Early Bumblebee,1,1
50.99,-4.31,White/Buff-tailed Bumblebee workers,1,1
50.99,0.5908,Tree Bumblebee,1,1
50.99,0.918,a white-tailed bumblebee,1,1
50.99,0.918,Tree Bumblebee,1,1
50.99,0.9194,Common Carder,1,1
50.99,0.9623,Common Carder,1,1
50.99,0.9683,a white-tailed bumblebee,1,1
50.99,0.9727,Common Carder,1,1
51,-0.1229,Early Bumblebee,1,1
51,0.578,Common Carder,1,1
51,0.5909,a white-tailed bumblebee,1,1
51,0.9587,a white-tailed bumblebee,1,1
51,0.9588,Tree Bumblebee,1,1
51,0.9593,Garden Bumblebee,1,1
51,0.9659,Buff-tailed Bumblebee,1,1
51,0.9659,Red-tailed Bumblebee,1,1
51.01,-4.532,White/Buff-tailed Bumblebee workers,1,1
51.01,-0.1242,Early Bumblebee,1,1
51.01,-0.1242,Garden Bumblebee,1,1
51.01,-0.1242,Tree Bumblebee,1,1
51.02,-3.119,White/Buff-tailed Bumblebee workers,1,1
51.02,0.9441,Indet. Bee,1,1
51.03,1.012,Red-tailed Bumblebee,1,1
51.04,0.9186,White/Buff-tailed Bumblebee workers,1,1
51.04,1.015,Buff-tailed Bumblebee,1,1
51.04,1.015,Common Carder,1,1
51.04,1.015,Early Bumblebee,1,1
51.04,1.015,Garden Bumblebee,1,1
51.04,1.015,Red-tailed Bumblebee,1,1
51.04,1.015,Tree Bumblebee,1,1
51.04,1.018,Early Bumblebee,1,1
51.04,1.018,Garden Bumblebee,1,1
51.04,1.018,White/Buff-tailed Bumblebee workers,1,1
51.05,-1.311,Garden Bumblebee,1,1
51.05,0.879,a white-tailed bumblebee,1,1
51.06,-2.698,Early Bumblebee,1,1
51.07,0.7951,Red-tailed Bumblebee,1,1
51.07,1.073,Garden Bumblebee,1,1
51.08,-2.551,Honeybee,1,1
51.08,-0.9421,Buff-tailed Bumblebee,1,1
51.08,-0.4638,Early Bumblebee,1,1
51.08,0.7197,Early Bumblebee,1,1
51.08,0.7238,a white-tailed bumblebee,1,1
51.08,0.7238,Buff-tailed Bumblebee,1,1
51.08,0.7239,Buff-tailed Bumblebee,1,1
51.08,0.7239,Garden Bumblebee,1,1
51.08,0.7724,a white-tailed bumblebee,1,1
51.08,0.7724,Common Carder,1,1
51.08,0.7937,Early Bumblebee,1,1
51.08,0.7937,Tree Bumblebee,1,1
51.09,1.206,Tree Bumblebee,1,1
51.1,-4.208,Honeybee,1,1
51.1,0.03513,Common Carder,1,1
51.1,0.03513,Early Bumblebee,1,1
51.1,1.175,Buff-tailed Bumblebee,1,1
51.1,1.175,Common Carder,1,1
51.1,1.175,Red-tailed Bumblebee,1,1
51.1,1.175,Tree Bumblebee,1,1
51.11,-2.666,Early Bumblebee,1,1
51.11,0.2128,Indet. Bee,1,1
51.11,0.2128,Tree Bumblebee,1,1
51.11,0.2129,Common Carder,1,1
51.11,0.2129,Garden Bumblebee,1,1
51.11,0.2129,Red-tailed Bumblebee,1,1
51.11,0.2229,Early Bumblebee,1,1
51.11,0.2229,Tree Bumblebee,1,1
51.11,0.2242,a white-tailed bumblebee,1,1
51.12,-1.167,Garden Bumblebee,1,1
51.12,-1.167,Tree Bumblebee,1,1
51.14,-3.209,Red-tailed Bumblebee,1,1
51.14,-3.131,Red-tailed Bumblebee,1,1
51.14,0.276,Tree Bumblebee,1,1
51.15,-3.987,Red-tailed Bumblebee,1,1
51.15,-3.986,Garden Bumblebee,1,1
51.15,-2.785,Buff-tailed Bumblebee,1,1
51.15,-2.785,Garden Bumblebee,1,1
51.15,1.07,Tree Bumblebee,1,1
51.16,-2.825,Honeybee,1,1
51.16,-1.695,Tree Bumblebee,1,1
51.16,-0.1951,Early Bumblebee,1,1
51.16,-0.1951,Garden Bumblebee,1,1
51.16,0.3141,Early Bumblebee,1,1
51.17,-1.628,Indet. Bee,1,1
51.17,0.3261,a white-tailed bumblebee,1,1
51.17,1.1,Common Carder,1,1
51.17,1.1,Garden Bumblebee,1,1
51.18,-1.672,Honeybee,1,1
51.18,-1.672,Indet. Bee,1,1
51.19,-2.791,Garden Bumblebee,1,1
51.19,-2.78,a white-tailed bumblebee,1,1
51.19,-2.78,Garden Bumblebee,1,1
51.19,-2.778,Buff-tailed Bumblebee,1,1
51.19,-2.778,Garden Bumblebee,1,1
51.19,-2.778,Tree Bumblebee,1,1
51.19,-2.122,a white-tailed bumblebee,1,1
51.19,-2.12,Garden Bumblebee,1,1
51.2,-2.826,Honeybee,1,1
51.21,-2.83,Early Bumblebee,1,1
51.21,1.375,Early Bumblebee,1,1
51.22,-1.976,Garden Bumblebee,1,1
51.22,-1.976,Tree Bumblebee,1,1
51.24,-2.374,Early Bumblebee,1,1
51.25,0.6294,Honeybee,1,1
51.27,-1.713,White/Buff-tailed Bumblebee workers,1,1
51.3,0.4931,Red-tailed Bumblebee,1,1
51.3,0.4931,Tree Bumblebee,1,1
51.3,1.025,a white-tailed bumblebee,1,1
51.32,-0.9309,Garden Bumblebee,1,1
51.32,-0.9309,Tree Bumblebee,1,1
51.32,-0.5621,Red-tailed Bumblebee,1,1
51.32,1.358,Tree Bumblebee,1,1
51.32,1.359,Common Carder,1,1
51.33,1.106,White/Buff-tailed Bumblebee workers,1,1
51.33,1.388,Buff-tailed Bumblebee,1,1
51.34,-1.117,a white-tailed bumblebee,1,1
51.35,0.7403,a white-tailed bumblebee,1,1
51.35,0.7657,Honeybee,1,1
51.35,1.016,Garden Bumblebee,1,1
51.36,-2.944,Tree Bumblebee,1,1
51.36,-1.203,Garden Bumblebee,1,1
51.36,-1.203,Red-tailed Bumblebee,1,1
51.36,-0.601,Red-tailed Bumblebee,1,1
51.36,-0.4818,Garden Bumblebee,1,1
51.36,1.043,Early Bumblebee,1,1
51.37,0.3089,a white-tailed bumblebee,1,1
51.37,0.3089,Buff-tailed Bumblebee,1,1
51.37,0.5543,Garden Bumblebee,1,1
51.37,0.5543,Tree Bumblebee,1,1
51.38,-3.124,Common Carder,1,1
51.38,-3.124,Tree Bumblebee,1,1
51.38,-2.822,Buff-tailed Bumblebee,1,1
51.38,-2.822,Tree Bumblebee,1,1
51.38,-0.6106,Early Bumblebee,1,1
51.38,0.1153,Common Carder,1,1
51.39,0.3541,Red-tailed Bumblebee,1,1
51.39,0.3541,Tree Bumblebee,1,1
51.39,0.4333,a white-tailed bumblebee,1,1
51.39,0.4333,Buff-tailed Bumblebee,1,1
51.39,0.4333,Tree Bumblebee,1,1
51.39,0.5266,Honeybee,1,1
51.4,-3.18,Indet. Bee,1,1
51.4,-2.273,Early Bumblebee,1,1
51.41,-0.07464,Common Carder,1,1
51.41,-0.07464,Indet. Bee,1,1
51.41,0.1162,Indet. Bee,1,1
51.41,0.1195,a white-tailed bumblebee,1,1
51.41,0.9102,White/Buff-tailed Bumblebee workers,1,1
51.44,0.3164,Red-tailed Bumblebee,1,1
51.44,0.3164,Tree Bumblebee,1,1
51.45,-0.1476,Buff-tailed Bumblebee,1,1
51.45,0.1744,a white-tailed bumblebee,1,1
51.45,0.1744,White/Buff-tailed Bumblebee workers,1,1
51.46,-0.4254,Buff-tailed Bumblebee,1,1
51.46,0.2958,Tree Bumblebee,1,1
51.46,0.5006,Indet. Bee,1,1
51.46,0.5507,White/Buff-tailed Bumblebee workers,1,1
51.48,-3.191,Red-tailed Bumblebee,1,1
51.48,-0.7213,a white-tailed bumblebee,1,1
51.48,-0.1568,Red-tailed Bumblebee,1,1
51.49,0.2297,Garden Bumblebee,1,1
51.49,0.2297,Tree Bumblebee,1,1
51.5,-3.203,a white-tailed bumblebee,1,1
51.5,-3.199,Early Bumblebee,1,1
51.5,-3.199,Garden Bumblebee,1,1
51.5,-2.605,Early Bumblebee,1,1
51.5,-2.605,Red-tailed Bumblebee,1,1
51.5,-0.9195,Indet. Bee,1,1
51.5,-0.3765,Common Carder,1,1
51.5,-0.3765,Red-tailed Bumblebee,1,1
51.53,0.5505,Red-tailed Bumblebee,1,1
51.53,0.5505,Tree Bumblebee,1,1
51.54,0.492,Early Bumblebee,1,1
51.55,-0.5433,White/Buff-tailed Bumblebee workers,1,1
