,lat,lon,index,lat,lon
1199,50.93,0.7534,20041,50.94,0.76
1200,50.93,0.9195,20496,50.95,0.9162
1201,50.93,0.9196,20496,50.95,0.9162
1202,50.93,0.9197,20496,50.95,0.9162
1203,50.93,0.9198,20496,50.95,0.9162
1204,50.93,0.9208,20496,50.95,0.9162
1205,50.93,0.9209,20496,50.95,0.9162
1206,50.93,0.9218,20496,50.95,0.9162
1207,50.97,0.81,21683,50.98,0.8142
1208,51.0,0.9591,22536,51.0,0.9555
1209,51.24,0.6291,34010,51.24,0.6332
1210,51.68,-5.045,98182,51.71,-5.044
1211,52.01,-0.0622,116348,52.01,-0.06163
1212,53.59,0.1198,193631,53.62,0.1391
1213,53.82,-3.018,204394,53.82,-3.019
1214,54.82,-1.326,219216,54.82,-1.332
1215,55.79,-4.318,229910,55.79,-4.322
